date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:10	4230/4230	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2263a961e3-1086%22	https://themewagon.github.io/meyawo/assets/imgs/startup.svg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/startup.svg	(from https://themewagon.github.io/meyawo/)
17:08:12	9809/9809	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-2651%22	https://themewagon.github.io/meyawo/assets/imgs/avatar2.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/avatar2.jpg	(from https://themewagon.github.io/meyawo/)
17:08:12	18381/18381	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-47cd%22	https://themewagon.github.io/meyawo/assets/imgs/avatar3.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/avatar3.jpg	(from https://themewagon.github.io/meyawo/)
17:08:13	74349/74349	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-1226d%22	https://themewagon.github.io/meyawo/assets/imgs/img-1.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/img-1.jpg	(from https://themewagon.github.io/meyawo/)
17:08:13	47654/47654	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-ba26%22	https://themewagon.github.io/meyawo/assets/imgs/img-2.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/img-2.jpg	(from https://themewagon.github.io/meyawo/)
17:08:14	222911/222911	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a961e3-366bf%22	https://themewagon.github.io/meyawo/assets/vendors/bootstrap/bootstrap.bundle.js	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/bootstrap/bootstrap.bundle.js	(from https://themewagon.github.io/meyawo/)
17:08:14	280364/280364	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a961e3-4472c%22	https://themewagon.github.io/meyawo/assets/vendors/jquery/jquery-3.4.1.js	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/jquery/jquery-3.4.1.js	(from https://themewagon.github.io/meyawo/)
17:08:15	4838/4838	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a961e3-12e6%22	https://themewagon.github.io/meyawo/assets/vendors/bootstrap/bootstrap.affix.js	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/bootstrap/bootstrap.affix.js	(from https://themewagon.github.io/meyawo/)
17:08:15	996/996	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263a961e3-3e4%22	https://themewagon.github.io/meyawo/assets/js/meyawo.js	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/js/meyawo.js	(from https://themewagon.github.io/meyawo/)
17:08:16	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a961e3-1339c%22	https://themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify9f24.eot	(from https://themewagon.github.io/meyawo/assets/vendors/themify-icons/css/themify-icons.css)
17:08:16	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a961e3-1339c%22	https://themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify.eot?	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themifyd41d.eot	(from https://themewagon.github.io/meyawo/assets/vendors/themify-icons/css/themify-icons.css)
17:08:16	56108/56108	---M--	200	added ('OK')	font/woff	etag:%2263a961e3-db2c%22	https://themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify9f24.woff	(from https://themewagon.github.io/meyawo/assets/vendors/themify-icons/css/themify-icons.css)
17:08:16	78584/78584	---M-Z	200	added ('OK')	font/ttf	etag:W/%2263a961e3-132f8%22	https://themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify9f24.ttf	(from https://themewagon.github.io/meyawo/assets/vendors/themify-icons/css/themify-icons.css)
17:08:17	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2263a961e3-3931d%22	https://themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/vendors/themify-icons/fonts/themify9f24.svg	(from https://themewagon.github.io/meyawo/assets/vendors/themify-icons/css/themify-icons.css)
17:08:17	127543/127543	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-1f237%22	https://themewagon.github.io/meyawo/assets/imgs/header.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/header.jpg	(from https://themewagon.github.io/meyawo/assets/css/meyawo.css)
17:08:28	64287/64287	---M--	200	added ('OK')	image/jpeg	etag:%2263a961e3-fb1f%22	https://themewagon.github.io/meyawo/assets/imgs/folio-3.jpg	C:/My%20Web%20Sites/bakare/themewagon.github.io/meyawo/assets/imgs/folio-3.jpg	(from https://themewagon.github.io/meyawo/)
